trial_id,trial_type,input_state,byzantine_nodes,byzantine_strategies,n_coherent_flip,n_equivocate,n_withhold,detected_nodes,n_detected,n_undetected_byz,true_all_outcomes,reported_ctrl,recovered_ctrl,M_X_true,M_Z_true,M_X_rep,M_Z_rep,M_X_rec,M_Z_rec,M_correct_before,M_correct_after,fidelity_before,fidelity_after,bell_outcome,verification_pass,p_phi_plus,noise_level,n_controllers,max_byzantine,is_trap,trap_detected
221,regular,psi,"[2, 3]","{2: 'coherent_flip', 3: 'equivocate'}",1,1,0,[3],1,1,"[0, 1, 0, 1, 0, 1, 1, 0, 1, 0]","[0, 0, 1, 1, 1, 0, 1, 0]","[0, 0, 0, 1, 1, 0, 1, 0]",1,0,0,1,0,0,0,0,0.3114857819070972,0.4624186825194064,,,,0.01,8,2,False,False
222,regular,psi,"[5, 8]","{5: 'withhold', 8: 'equivocate'}",0,1,1,"[5, 8]",2,0,"[1, 0, 1, 1, 1, 0, 1, 0, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 1]","[1, 1, 1, 0, 1, 0, 0, 0]",1,0,0,0,1,0,0,1,0.4624187266611035,0.918605352619484,,,,0.01,8,2,False,False
223,regular,psi,"[1, 5]","{5: 'coherent_flip', 1: 'coherent_flip'}",2,0,0,[],0,2,"[0, 0, 0, 1, 0, 1, 1, 0, 0, 0]","[1, 1, 0, 1, 0, 0, 0, 0]","[1, 1, 0, 1, 0, 0, 0, 0]",0,1,0,1,0,1,1,1,0.9186052962617509,0.9186052962617509,,,,0.01,8,2,False,False
224,regular,psi,"[4, 5]","{5: 'equivocate', 4: 'coherent_flip'}",1,1,0,[5],1,1,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 0, 1, 1, 1, 1]",0,1,1,0,1,1,0,0,0.311485737270255,0.46241874879558054,,,,0.01,8,2,False,False
225,regular,psi,"[1, 8]","{8: 'equivocate', 1: 'withhold'}",0,1,1,"[1, 8]",2,0,"[0, 0, 1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 0]","[1, 1, 0, 1, 0, 0, 1, 1]",1,0,0,0,1,0,0,1,0.46241871391515643,0.9186052966902076,,,,0.01,8,2,False,False
226,regular,psi,"[5, 7]","{5: 'equivocate', 7: 'withhold'}",0,1,1,"[5, 7]",2,0,"[0, 0, 1, 0, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 1]","[1, 0, 1, 1, 1, 0, 1, 1]",0,0,0,1,0,0,0,1,0.3074901714698389,0.9186053694170129,,,,0.01,8,2,False,False
227,regular,psi,"[3, 6]","{3: 'equivocate', 6: 'coherent_flip'}",1,1,0,[3],1,1,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 1]","[0, 1, 1, 0, 0, 1, 1, 1]","[0, 1, 0, 0, 0, 1, 1, 1]",0,1,1,0,1,1,0,0,0.31148578046516384,0.4624186623220065,,,,0.01,8,2,False,False
228,regular,plus,"[1, 2]","{2: 'withhold', 1: 'equivocate'}",0,1,1,"[1, 2]",2,0,"[0, 1, 0, 0, 0, 1, 1, 1, 0, 0]","[1, 0, 0, 1, 1, 1, 0, 0]","[0, 0, 0, 1, 1, 1, 0, 0]",1,1,1,0,1,1,0,1,0.047808915376663215,0.9521910846233366,,,,0.01,8,2,True,False
229,regular,psi,"[1, 3]","{1: 'coherent_flip', 3: 'withhold'}",1,0,1,[3],1,1,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0]","[1, 0, 1, 1, 1, 1, 0, 0]","[1, 0, 1, 1, 1, 1, 0, 0]",0,0,0,1,0,1,0,0,0.30749023875353904,0.30749023875353904,,,,0.01,8,2,False,False
230,verification,verification,"[4, 6]","{4: 'equivocate', 6: 'withhold'}",0,1,1,"[4, 6]",2,0,"[1, 1, 1, 0, 1, 0, 1, 0, 0, 0]","[1, 0, 1, 1, 1, 0, 0, 0]","[1, 0, 1, 0, 1, 0, 0, 0]",1,0,0,0,1,0,0,1,,,Phi+,True,0.9215037948341309,0.01,8,2,False,False
231,regular,psi,"[4, 8]","{4: 'coherent_flip', 8: 'equivocate'}",1,1,0,[8],1,1,"[0, 1, 1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 0, 1, 0, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 1]",0,1,0,1,1,1,1,0,0.9186053481689977,0.4624187084007847,,,,0.01,8,2,False,False
232,regular,psi,"[6, 7]","{6: 'withhold', 7: 'coherent_flip'}",1,0,1,[6],1,1,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0]","[0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 1, 0, 0]",1,0,1,1,1,1,0,0,0.30749025597952373,0.30749025597952373,,,,0.01,8,2,False,False
233,regular,psi,"[4, 6]","{4: 'withhold', 6: 'coherent_flip'}",1,0,1,[4],1,1,"[0, 1, 0, 0, 1, 0, 1, 1, 0, 1]","[0, 0, 1, 0, 1, 0, 0, 1]","[0, 0, 1, 0, 1, 0, 0, 1]",1,0,0,0,0,0,0,0,0.4624186804975201,0.4624186804975201,,,,0.01,8,2,False,False
234,verification,verification,"[3, 7]","{3: 'equivocate', 7: 'withhold'}",0,1,1,"[3, 7]",2,0,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]",0,0,0,1,0,0,0,1,,,Phi+,True,0.9215037948341309,0.01,8,2,False,False
235,regular,psi,"[4, 8]","{4: 'coherent_flip', 8: 'coherent_flip'}",2,0,0,[],0,2,"[1, 0, 1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 1]","[1, 1, 0, 0, 0, 1, 1, 1]",1,1,1,1,1,1,1,1,0.918605331570632,0.918605331570632,,,,0.01,8,2,False,False
236,regular,psi,"[2, 6]","{2: 'withhold', 6: 'withhold'}",0,0,2,"[2, 6]",2,0,"[0, 0, 0, 1, 1, 1, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 1, 0]",0,0,0,0,0,0,1,1,0.9186052846349431,0.9186052846349431,,,,0.01,8,2,False,False
237,regular,psi,"[2, 8]","{8: 'withhold', 2: 'equivocate'}",0,1,1,"[2, 8]",2,0,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 0]","[0, 1, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,1,1,1,0,1,0,1,0.46241870478547037,0.9186053047342603,,,,0.01,8,2,False,False
238,verification,verification,"[7, 8]","{7: 'equivocate', 8: 'withhold'}",0,1,1,"[7, 8]",2,0,"[0, 1, 0, 1, 0, 0, 1, 0, 1, 0]","[0, 1, 0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 1, 0, 1, 0]",0,0,0,1,0,0,0,1,,,Phi+,True,0.9215037650318076,0.01,8,2,False,False
239,regular,zero,"[2, 5]","{5: 'coherent_flip', 2: 'equivocate'}",1,1,0,[2],1,1,"[1, 0, 1, 0, 0, 1, 1, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]","[1, 0, 0, 1, 0, 0, 1, 1]",0,0,1,1,0,1,0,0,0.04780893099023299,0.952191069009767,,,,0.01,8,2,True,False
240,regular,psi,"[3, 4]","{4: 'withhold', 3: 'withhold'}",0,0,2,"[3, 4]",2,0,"[0, 1, 1, 0, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0]",1,0,1,0,1,0,1,1,0.918605316187741,0.918605316187741,,,,0.01,8,2,False,False
241,regular,zero,"[5, 7]","{5: 'equivocate', 7: 'withhold'}",0,1,1,"[5, 7]",2,0,"[0, 1, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]",1,0,1,1,1,0,0,1,0.952191069009767,0.952191069009767,,,,0.01,8,2,True,False
242,regular,psi,"[4, 5]","{4: 'coherent_flip', 5: 'coherent_flip'}",2,0,0,[],0,2,"[0, 1, 1, 1, 0, 0, 1, 0, 0, 0]","[1, 1, 0, 1, 0, 0, 0, 0]","[1, 1, 0, 1, 0, 0, 0, 0]",0,0,1,1,1,1,0,0,0.31148581069594306,0.31148581069594306,,,,0.01,8,2,False,False
243,regular,psi,"[3, 6]","{3: 'coherent_flip', 6: 'equivocate'}",1,1,0,[6],1,1,"[1, 1, 0, 0, 0, 1, 1, 1, 1, 0]","[0, 0, 1, 1, 1, 0, 1, 0]","[0, 0, 1, 1, 1, 1, 1, 0]",1,1,0,0,1,0,0,0,0.31148573754843234,0.3074902050675644,,,,0.01,8,2,False,False
244,regular,psi,"[3, 7]","{3: 'coherent_flip', 7: 'coherent_flip'}",2,0,0,[],0,2,"[1, 0, 1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]",1,1,1,1,1,1,1,1,0.918605331570632,0.918605331570632,,,,0.01,8,2,False,False
245,regular,psi,"[4, 5]","{5: 'equivocate', 4: 'coherent_flip'}",1,1,0,[5],1,1,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 1]","[1, 0, 0, 0, 1, 0, 1, 1]","[1, 0, 0, 0, 0, 0, 1, 1]",0,0,1,1,1,0,0,0,0.31148575721154637,0.462418685575624,,,,0.01,8,2,False,False
246,regular,psi,"[5, 8]","{8: 'withhold', 5: 'equivocate'}",0,1,1,"[5, 8]",2,0,"[1, 1, 0, 1, 1, 0, 1, 1, 1, 1]","[0, 1, 1, 0, 0, 1, 1, 1]","[0, 1, 1, 0, 1, 1, 1, 1]",0,0,0,1,0,0,0,1,0.3074901845053303,0.9186053510681662,,,,0.01,8,2,False,False
247,regular,psi,"[2, 8]","{8: 'withhold', 2: 'withhold'}",0,0,2,"[2, 8]",2,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]",1,1,1,1,1,1,1,1,0.9186053743217831,0.9186053743217831,,,,0.01,8,2,False,False
248,regular,psi,"[3, 7]","{3: 'coherent_flip', 7: 'withhold'}",1,0,1,[7],1,1,"[1, 1, 0, 0, 1, 1, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 1, 0]",0,1,0,0,0,0,0,0,0.3074901961321386,0.3074901961321386,,,,0.01,8,2,False,False
249,regular,psi,"[3, 7]","{3: 'coherent_flip', 7: 'equivocate'}",1,1,0,[7],1,1,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 1]","[0, 1, 1, 1, 1, 0, 0, 1]","[0, 1, 1, 1, 1, 0, 1, 1]",1,1,1,1,1,0,1,0,0.918605341018505,0.30749021088096823,,,,0.01,8,2,False,False
250,regular,psi,"[3, 7]","{7: 'withhold', 3: 'equivocate'}",0,1,1,"[3, 7]",2,0,"[0, 1, 0, 1, 0, 0, 1, 1, 0, 1]","[0, 1, 1, 0, 1, 1, 0, 1]","[0, 1, 0, 0, 1, 1, 0, 1]",0,1,0,0,0,1,0,1,0.3074902118590094,0.9186053020751549,,,,0.01,8,2,False,False
251,regular,psi,"[4, 7]","{4: 'withhold', 7: 'coherent_flip'}",1,0,1,[4],1,1,"[0, 1, 0, 0, 0, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 1, 1]","[0, 0, 0, 1, 1, 0, 1, 1]",1,1,1,0,1,0,0,0,0.30749021455039266,0.30749021455039266,,,,0.01,8,2,False,False
252,regular,psi,"[2, 4]","{2: 'withhold', 4: 'coherent_flip'}",1,0,1,[2],1,1,"[0, 1, 1, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 0, 0, 0, 1, 1]",0,1,1,1,1,1,0,0,0.46241870534456647,0.46241870534456647,,,,0.01,8,2,False,False
253,regular,psi,"[2, 4]","{4: 'withhold', 2: 'withhold'}",0,0,2,"[2, 4]",2,0,"[0, 0, 0, 0, 1, 1, 1, 0, 1, 1]","[0, 0, 1, 1, 1, 0, 1, 1]","[0, 0, 1, 1, 1, 0, 1, 1]",0,1,0,1,0,1,1,1,0.9186053244869234,0.9186053244869234,,,,0.01,8,2,False,False
254,regular,psi,"[5, 7]","{5: 'coherent_flip', 7: 'coherent_flip'}",2,0,0,[],0,2,"[0, 0, 1, 0, 1, 0, 0, 1, 1, 0]","[1, 0, 1, 0, 1, 1, 0, 0]","[1, 0, 1, 0, 1, 1, 0, 0]",1,1,1,1,1,1,1,1,0.9186053427689833,0.9186053427689833,,,,0.01,8,2,False,False
255,regular,psi,"[4, 7]","{4: 'withhold', 7: 'withhold'}",0,0,2,"[4, 7]",2,0,"[1, 1, 0, 0, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 1, 1, 1]",1,0,1,0,1,0,1,1,0.9186053477405408,0.9186053477405408,,,,0.01,8,2,False,False
256,regular,psi,"[4, 6]","{4: 'equivocate', 6: 'withhold'}",0,1,1,"[4, 6]",2,0,"[1, 1, 0, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 1, 0]",0,0,1,0,0,0,0,1,0.4624187259704213,0.9186053311421751,,,,0.01,8,2,False,False
257,regular,psi,"[3, 8]","{8: 'coherent_flip', 3: 'equivocate'}",1,1,0,[3],1,1,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 0, 0, 0, 0, 1]",0,0,1,1,1,0,0,0,0.3114857864927966,0.4624186562943737,,,,0.01,8,2,False,False
258,regular,psi,"[1, 4]","{4: 'withhold', 1: 'withhold'}",0,0,2,"[1, 4]",2,0,"[0, 0, 1, 1, 1, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]",1,0,1,0,1,0,1,1,0.9186053582186603,0.9186053582186603,,,,0.01,8,2,False,False
259,regular,psi,"[4, 5]","{5: 'withhold', 4: 'withhold'}",0,0,2,"[4, 5]",2,0,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]","[1, 1, 0, 0, 1, 0, 0, 0]","[1, 1, 0, 0, 1, 0, 0, 0]",1,0,1,0,1,0,1,1,0.9186053582186601,0.9186053582186601,,,,0.01,8,2,False,False
260,regular,psi,"[1, 2]","{1: 'equivocate', 2: 'coherent_flip'}",1,1,0,[1],1,1,"[1, 1, 0, 1, 0, 1, 1, 0, 1, 0]","[1, 0, 0, 1, 1, 0, 1, 0]","[0, 0, 0, 1, 1, 0, 1, 0]",1,1,0,0,0,1,0,0,0.31148575576961224,0.46241866537822357,,,,0.01,8,2,False,False
261,regular,psi,"[4, 7]","{4: 'equivocate', 7: 'coherent_flip'}",1,1,0,[4],1,1,"[0, 1, 0, 1, 1, 0, 1, 0, 0, 0]","[0, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 1, 0, 1, 0, 1, 0]",0,0,1,1,0,1,0,0,0.3114858218942951,0.3074902145503926,,,,0.01,8,2,False,False
262,regular,psi,"[3, 7]","{7: 'coherent_flip', 3: 'equivocate'}",1,1,0,[3],1,1,"[0, 1, 1, 0, 0, 0, 1, 0, 0, 1]","[1, 0, 1, 0, 1, 0, 1, 1]","[1, 0, 0, 0, 1, 0, 1, 1]",0,0,0,0,0,1,1,0,0.9186053195153672,0.3074901944187973,,,,0.01,8,2,False,False
263,regular,psi,"[2, 4]","{2: 'coherent_flip', 4: 'equivocate'}",1,1,0,[4],1,1,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0]","[0, 1, 1, 1, 0, 1, 0, 0]","[0, 1, 1, 0, 0, 1, 0, 0]",1,0,1,0,0,0,1,0,0.9186053311421751,0.4624187259704212,,,,0.01,8,2,False,False
264,verification,verification,"[4, 6]","{4: 'coherent_flip', 6: 'equivocate'}",1,1,0,[6],1,1,"[1, 0, 0, 1, 0, 1, 1, 1, 0, 1]","[0, 1, 0, 0, 1, 0, 0, 1]","[0, 1, 0, 0, 1, 1, 0, 1]",0,0,0,0,1,0,1,0,,,Psi+,False,0.026165407891294203,0.01,8,2,False,False
265,regular,psi,"[2, 4]","{4: 'withhold', 2: 'withhold'}",0,0,2,"[2, 4]",2,0,"[1, 1, 1, 0, 0, 0, 1, 1, 0, 0]","[1, 0, 0, 0, 1, 1, 0, 0]","[1, 0, 0, 0, 1, 1, 0, 0]",0,1,0,1,0,1,1,1,0.9186053709941584,0.9186053709941584,,,,0.01,8,2,False,False
266,regular,psi,"[4, 6]","{6: 'withhold', 4: 'withhold'}",0,0,2,"[4, 6]",2,0,"[0, 1, 0, 1, 1, 0, 0, 1, 1, 1]","[0, 1, 1, 0, 0, 1, 1, 1]","[0, 1, 1, 0, 0, 1, 1, 1]",0,0,0,0,0,0,1,1,0.918605316187741,0.918605316187741,,,,0.01,8,2,False,False
267,regular,psi,"[1, 8]","{8: 'equivocate', 1: 'withhold'}",0,1,1,"[1, 8]",2,0,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 0]",0,0,1,0,0,0,0,1,0.46241869931693386,0.9186052993902135,,,,0.01,8,2,False,False
268,verification,verification,"[2, 5]","{5: 'withhold', 2: 'withhold'}",0,0,2,"[2, 5]",2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0]",0,1,0,1,0,1,1,1,,,Phi+,True,0.9215037799329693,0.01,8,2,False,False
269,regular,psi,"[1, 6]","{1: 'coherent_flip', 6: 'withhold'}",1,0,1,[6],1,1,"[0, 1, 0, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]",0,1,0,0,0,0,0,0,0.30749023272590625,0.30749023272590625,,,,0.01,8,2,False,False
270,regular,psi,"[7, 8]","{7: 'equivocate', 8: 'coherent_flip'}",1,1,0,[7],1,1,"[1, 1, 1, 1, 0, 0, 0, 1, 1, 1]","[1, 1, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 0, 0, 1, 1, 0]",0,1,1,0,1,1,0,0,0.311485737270255,0.4624187487955806,,,,0.01,8,2,False,False
271,regular,psi,"[3, 6]","{3: 'coherent_flip', 6: 'equivocate'}",1,1,0,[6],1,1,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0]",0,0,1,1,0,1,0,0,0.3114857492495739,0.30749017146983887,,,,0.01,8,2,False,False
272,verification,verification,"[4, 5]","{4: 'equivocate', 5: 'coherent_flip'}",1,1,0,[4],1,1,"[1, 1, 0, 1, 0, 0, 1, 1, 0, 1]","[0, 1, 0, 1, 0, 1, 0, 1]","[0, 1, 0, 0, 0, 1, 0, 1]",0,0,1,1,0,1,0,0,,,Phi-,False,0.02616541165606418,0.01,8,2,False,False
273,regular,psi,"[1, 2]","{1: 'withhold', 2: 'coherent_flip'}",1,0,1,[1],1,1,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 1, 0, 0, 0]",0,0,1,0,1,0,0,0,0.4624187154627508,0.4624187154627508,,,,0.01,8,2,False,False
274,verification,verification,"[2, 4]","{4: 'equivocate', 2: 'withhold'}",0,1,1,"[2, 4]",2,0,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 1]","[0, 1, 0, 1, 0, 0, 1, 1]","[0, 1, 0, 0, 0, 0, 1, 1]",0,0,1,0,0,0,0,1,,,Phi+,True,0.9215037799329693,0.01,8,2,False,False
275,regular,psi,"[7, 8]","{7: 'equivocate', 8: 'equivocate'}",0,2,0,"[7, 8]",2,0,"[1, 1, 0, 1, 0, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 0, 1, 1, 0]","[0, 1, 0, 1, 0, 1, 0, 1]",1,1,0,0,1,1,0,1,0.31148573395792883,0.9186053709941584,,,,0.01,8,2,False,False
276,regular,psi,"[2, 8]","{2: 'coherent_flip', 8: 'withhold'}",1,0,1,[8],1,1,"[1, 1, 1, 0, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 0, 0, 1, 0, 0]",0,0,1,0,1,0,0,0,0.46241870986357453,0.46241870986357453,,,,0.01,8,2,False,False
277,regular,plus,"[5, 6]","{5: 'withhold', 6: 'coherent_flip'}",1,0,1,[5],1,1,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 1]","[0, 0, 1, 1, 0, 1, 1, 1]","[0, 0, 1, 1, 0, 1, 1, 1]",0,0,1,0,1,0,0,0,0.9521910846233366,0.9521910846233366,,,,0.01,8,2,True,False
278,regular,psi,"[2, 5]","{2: 'withhold', 5: 'coherent_flip'}",1,0,1,[2],1,1,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 1, 0, 0, 0]","[0, 1, 0, 1, 1, 0, 0, 0]",1,0,1,1,1,1,0,0,0.307490244352715,0.307490244352715,,,,0.01,8,2,False,False
279,regular,psi,"[2, 4]","{4: 'withhold', 2: 'withhold'}",0,0,2,"[2, 4]",2,0,"[0, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 0, 1, 1, 1, 1]",0,0,0,0,0,0,1,1,0.9186052993902136,0.9186052993902136,,,,0.01,8,2,False,False
280,regular,psi,"[2, 5]","{2: 'coherent_flip', 5: 'coherent_flip'}",2,0,0,[],0,2,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 1]","[0, 1, 1, 0, 1, 1, 0, 1]","[0, 1, 1, 0, 1, 1, 0, 1]",0,0,1,1,1,1,0,0,0.3114857600954144,0.3114857600954144,,,,0.01,8,2,False,False
281,regular,psi,"[1, 3]","{1: 'coherent_flip', 3: 'coherent_flip'}",2,0,0,[],0,2,"[1, 0, 1, 0, 1, 1, 0, 1, 0, 1]","[0, 0, 0, 1, 0, 1, 0, 1]","[0, 0, 0, 1, 0, 1, 0, 1]",1,1,1,1,1,1,1,1,0.9186053394413579,0.9186053394413579,,,,0.01,8,2,False,False
282,regular,psi,"[3, 4]","{4: 'withhold', 3: 'withhold'}",0,0,2,"[3, 4]",2,0,"[1, 1, 0, 0, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 1, 1, 0, 0]",0,0,0,0,0,0,1,1,0.9186053105885652,0.9186053105885652,,,,0.01,8,2,False,False
283,verification,verification,"[6, 7]","{6: 'withhold', 7: 'equivocate'}",0,1,1,"[6, 7]",2,0,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1]","[0, 0, 1, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 1, 1]",1,1,1,0,1,1,0,1,,,Phi+,True,0.9215037948341309,0.01,8,2,False,False
284,regular,psi,"[2, 3]","{2: 'equivocate', 3: 'withhold'}",0,1,1,"[2, 3]",2,0,"[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[0, 1, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 1, 0]",1,0,0,0,1,0,0,1,0.4624186972024328,0.9186053593673498,,,,0.01,8,2,False,False
285,regular,psi,"[2, 8]","{2: 'withhold', 8: 'equivocate'}",0,1,1,"[2, 8]",2,0,"[1, 1, 1, 0, 1, 0, 1, 1, 0, 0]","[1, 0, 1, 0, 1, 1, 0, 1]","[1, 0, 1, 0, 1, 1, 0, 0]",0,0,1,0,0,0,0,1,0.4624187098635745,0.9186053694170129,,,,0.01,8,2,False,False
286,verification,verification,"[5, 6]","{5: 'withhold', 6: 'withhold'}",0,0,2,"[5, 6]",2,0,"[1, 0, 0, 1, 0, 1, 0, 1, 1, 1]","[0, 1, 0, 1, 0, 1, 1, 1]","[0, 1, 0, 1, 0, 1, 1, 1]",0,0,0,0,0,0,1,1,,,Phi+,True,0.9215037948341309,0.01,8,2,False,False
287,regular,psi,"[6, 8]","{8: 'withhold', 6: 'coherent_flip'}",1,0,1,[8],1,1,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 1]","[0, 0, 1, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0, 1]",0,1,1,1,1,1,0,0,0.46241864488179335,0.46241864488179335,,,,0.01,8,2,False,False
288,verification,verification,"[3, 6]","{3: 'equivocate', 6: 'equivocate'}",0,2,0,"[3, 6]",2,0,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 1, 0, 0]",0,0,1,1,0,0,0,1,,,Phi+,True,0.9215038097352926,0.01,8,2,False,False
289,regular,psi,"[1, 6]","{1: 'withhold', 6: 'withhold'}",0,0,2,"[1, 6]",2,0,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[1, 1, 1, 0, 0, 0, 1, 0]","[1, 1, 1, 0, 0, 0, 1, 0]",1,0,1,0,1,0,1,1,0.9186053582186602,0.9186053582186602,,,,0.01,8,2,False,False
290,regular,psi,"[2, 4]","{2: 'equivocate', 4: 'coherent_flip'}",1,1,0,[2],1,1,"[1, 1, 1, 1, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 1, 0, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 1]",0,0,0,0,1,0,1,0,0.9186053255429996,0.46241873156959695,,,,0.01,8,2,False,False
291,regular,psi,"[1, 8]","{1: 'withhold', 8: 'coherent_flip'}",1,0,1,[1],1,1,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 1]",1,1,0,1,0,1,0,0,0.4624186623220065,0.4624186623220065,,,,0.01,8,2,False,False
292,regular,psi,"[2, 5]","{5: 'coherent_flip', 2: 'equivocate'}",1,1,0,[2],1,1,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]",0,1,1,0,0,0,0,0,0.3114857586534804,0.3074901961321386,,,,0.01,8,2,False,False
293,regular,psi,"[5, 8]","{5: 'equivocate', 8: 'coherent_flip'}",1,1,0,[5],1,1,"[1, 1, 0, 1, 1, 0, 1, 1, 0, 1]","[0, 1, 1, 0, 0, 1, 0, 0]","[0, 1, 1, 0, 1, 1, 0, 0]",0,1,1,0,1,1,0,0,0.3114857542820104,0.4624187317838253,,,,0.01,8,2,False,False
294,regular,psi,"[1, 5]","{5: 'coherent_flip', 1: 'equivocate'}",1,1,0,[1],1,1,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0]","[1, 0, 1, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 1, 0]",0,0,0,0,0,1,1,0,0.918605307888559,0.3074902060456054,,,,0.01,8,2,False,False
